Installed Packages
1password.x86_64                                         8.9.14-1                             @1password                
gnome-disk-utility.x86_64                                42.0-1.fc36                          @anaconda                 
gnome-extension-manager.x86_64                           0.3.1-2.fc36                         @nobara-baseos            
gnome-font-viewer.x86_64                                 42.0-1.fc36                          @anaconda                 
gnome-icon-theme.noarch                                  3.12.0-17.fc36                       @anaconda                 
gnome-initial-setup.x86_64                               42.1-1.fc36                          @nobara-baseos            
gnome-keyring.x86_64                                     42.1-1.fc36                          @fedora-updates           
gnome-keyring-pam.x86_64                                 42.1-1.fc36                          @fedora-updates           
gnome-logs.x86_64                                        42.0-1.fc36                          @anaconda                 
gnome-maps.x86_64                                        42.3-1.fc36                          @fedora-updates           
gnome-menus.x86_64                                       3.36.0-6.fc36                        @anaconda                 
gnome-online-accounts.x86_64                             3.44.0-2.fc36                        @updates                  
gnome-online-miners.x86_64                               3.34.0-10.fc36                       @anaconda                 
gnome-photos.x86_64                                      42.0-3.fc36                          @fedora-updates           
gnome-remote-desktop.x86_64                              42.6-1.fc36                          @updates                  
gnome-session.x86_64                                     42.0-1.fc36                          @anaconda                 
gnome-session-wayland-session.x86_64                     42.0-1.fc36                          @anaconda                 
gnome-session-xsession.x86_64                            42.0-1.fc36                          @anaconda                 
gnome-settings-daemon.x86_64                             42.2-1.fc36                          @fedora-updates           
gnome-shell.x86_64                                       42.3.1-9.fc36                        @nobara-baseos            
gnome-shell-extension-appindicator.noarch                46-1.fc36                            @updates                  
gnome-shell-extension-application-volume-mixer.noarch    11-3.fc36                            @nobara-baseos            
gnome-shell-extension-apps-menu.noarch                   42.3-1.fc36                          @fedora-updates           
gnome-shell-extension-arc-menu.noarch                    33-11.fc36                           @nobara-baseos            
gnome-shell-extension-auto-move-windows.noarch           42.3-1.fc36                          @fedora-updates           
gnome-shell-extension-background-logo.noarch             42.0-1.fc36                          @anaconda                 
gnome-shell-extension-blur-my-shell.noarch               44-2.fc36                            @nobara-baseos            
gnome-shell-extension-caffeine.noarch                    39-3.20220331.git2394e7f.fc36        @fedora-updates           
gnome-shell-extension-clipboard-history.noarch           1.2.1-2.fc36                         @nobara-baseos            
gnome-shell-extension-common.noarch                      42.3-1.fc36                          @fedora-updates           
gnome-shell-extension-dash-to-dock.noarch                74-1.fc36                            @fedora-updates           
gnome-shell-extension-dash-to-panel.noarch               50-11.fc36                           @nobara-baseos            
gnome-shell-extension-desktop-icons.noarch               46-3.fc36                            @nobara-baseos            
gnome-shell-extension-freon.noarch                       2:45-1.20220710gitdab42ff.fc36       @fedora-updates           
gnome-shell-extension-frippery-move-clock.noarch         42.1-1.fc36                          @fedora-updates           
gnome-shell-extension-gesture-improvements.noarch        22-2.fc36                            @nobara-baseos            
gnome-shell-extension-gsconnect.x86_64                   50-1.fc36                            @anaconda                 
gnome-shell-extension-just-perfection.noarch             22.0-1.fc36                          @fedora-updates           
gnome-shell-extension-launch-new-instance.noarch         42.3-1.fc36                          @fedora-updates           
gnome-shell-extension-openweather.noarch                 118-1.fc36                           @fedora-updates           
gnome-shell-extension-places-menu.noarch                 42.3-1.fc36                          @fedora-updates           
gnome-shell-extension-pop-shell.noarch                   1.2.0^6.af192b4-2.fc36               @nobara-baseos            
gnome-shell-extension-sound-output-device-chooser.noarch 43-2.fc36                            @nobara-baseos            
gnome-shell-extension-supergfxctl-gex.noarch             4.2.0-2.fc36                         @nobara-baseos            
gnome-shell-extension-window-list.noarch                 42.3-1.fc36                          @fedora-updates           
gnome-shell-extension-wireless-hid.noarch                5-2.fc36                             @nobara-baseos            
gnome-software.x86_64                                    42.4-2.fc36                          @fedora-updates           
gnome-startup-applications.x86_64                        42.0-1.fc36                          @nobara-baseos            
gnome-system-monitor.x86_64                              42.0-1.fc36                          @anaconda                 
gnome-terminal.x86_64                                    3.44.1-1.fc36                        @fedora-updates           
gnome-terminal-nautilus.x86_64                           3.44.1-1.fc36                        @fedora-updates           
gnome-themes-extra.x86_64                                3.28-14.fc36                         @anaconda                 
gnome-tweaks.noarch                                      42~beta-1.fc36                       @anaconda                 
gnome-user-docs.noarch                                   42.0-1.fc36                          @anaconda                 
gnome-user-share.x86_64                                  3.34.0-7.fc36                        @anaconda                 
gnome-video-effects.noarch                               0.5.0-7.fc36                         @anaconda                 
gnome-weather.x86_64                                     42.0-1.fc36                          @anaconda                 
gnome-x11-gesture-daemon.x86_64                          0.2.1-2.fc36                         @nobara-baseos            
gnupg2.x86_64                                            2.3.7-3.fc36                         @fedora-updates           
gnupg2-smime.x86_64                                      2.3.7-3.fc36                         @fedora-updates           
gnutls.i686                                              3.7.8-3.fc36                         @updates                  
gnutls.x86_64                                            3.7.8-3.fc36                         @updates                  
gnutls-dane.x86_64                                       3.7.8-3.fc36                         @updates                  
gnutls-utils.x86_64                                      3.7.8-3.fc36                         @updates                  
go-srpm-macros.noarch                                    3.2.0-1.fc36                         @fedora-updates           
gobject-introspection.x86_64                             1.72.1-1.fc36                        @updates                  
gom.x86_64                                               0.4-7.fc36                           @anaconda                 
google-droid-sans-fonts.noarch                           20200215-12.fc36                     @anaconda                 
google-noto-cjk-fonts-common.noarch                      20201206-4.fc36                      @anaconda                 
google-noto-emoji-color-fonts.noarch                     20211102-1.fc36                      @anaconda                 
google-noto-fonts-common.noarch                          20201206-10.fc36                     @fedora-updates           
google-noto-naskh-arabic-vf-fonts.noarch                 20201206-10.fc36                     @fedora-updates           
google-noto-sans-armenian-vf-fonts.noarch                20201206-10.fc36                     @fedora-updates           
google-noto-sans-canadian-aboriginal-vf-fonts.noarch     20201206-10.fc36                     @fedora-updates           
google-noto-sans-cherokee-vf-fonts.noarch                20201206-10.fc36                     @fedora-updates           
google-noto-sans-cjk-ttc-fonts.noarch                    20201206-4.fc36                      @anaconda                 
google-noto-sans-ethiopic-vf-fonts.noarch                20201206-10.fc36                     @fedora-updates           
google-noto-sans-fonts.noarch                            20201206-10.fc36                     @fedora-updates           
google-noto-sans-georgian-vf-fonts.noarch                20201206-10.fc36                     @fedora-updates           
google-noto-sans-gurmukhi-vf-fonts.noarch                20201206-10.fc36                     @fedora-updates           
google-noto-sans-hebrew-vf-fonts.noarch                  20201206-10.fc36                     @fedora-updates           
google-noto-sans-lao-vf-fonts.noarch                     20201206-10.fc36                     @fedora-updates           
google-noto-sans-math-vf-fonts.noarch                    20201206-10.fc36                     @fedora-updates           
google-noto-sans-mono-vf-fonts.noarch                    20201206-10.fc36                     @fedora-updates           
google-noto-sans-sinhala-vf-fonts.noarch                 20201206-10.fc36                     @fedora-updates           
google-noto-sans-thaana-vf-fonts.noarch                  20201206-10.fc36                     @fedora-updates           
google-noto-sans-vf-fonts.noarch                         20201206-10.fc36                     @fedora-updates           
google-noto-serif-vf-fonts.noarch                        20201206-10.fc36                     @fedora-updates           
goverlay.x86_64                                          0.9.1-2.fc36                         @nobara-baseos            
gpac-libs.x86_64                                         2.0.0-1.fc36                         @rpmfusion-free           
gperftools-libs.x86_64                                   2.9.1-3.fc36                         @fedora                   
gpgme.x86_64                                             1.17.0-4.fc36                        @fedora-updates           
gpm-libs.x86_64                                          1.20.7-40.fc36                       @anaconda                 
graphene.i686                                            1.10.6-4.fc36                        @anaconda                 
graphene.x86_64                                          1.10.6-4.fc36                        @anaconda                 
graphite2.i686                                           1.3.14-9.fc36                        @anaconda                 
graphite2.x86_64                                         1.3.14-9.fc36                        @anaconda                 
graphviz.x86_64                                          2.50.0-6.fc36                        @anaconda                 
grep.x86_64                                              3.7-2.fc36                           @anaconda                 
grilo.x86_64                                             0.3.15-2.fc36                        @fedora-updates           
grilo-plugins.x86_64                                     0.3.15-1.fc36                        @fedora-updates           
grim.x86_64                                              1.4.0-1.fc36                         @fedora                   
groff-base.x86_64                                        1.22.4-9.fc36                        @anaconda                 
grub2-common.noarch                                      1:2.06-61.fc36                       @updates                  
grub2-efi-ia32.x86_64                                    1:2.06-61.fc36                       @updates                  
grub2-efi-ia32-cdboot.x86_64                             1:2.06-61.fc36                       @updates                  
grub2-efi-x64.x86_64                                     1:2.06-61.fc36                       @updates                  
grub2-efi-x64-cdboot.x86_64                              1:2.06-61.fc36                       @updates                  
grub2-pc.x86_64                                          1:2.06-61.fc36                       @updates                  
grub2-pc-modules.noarch                                  1:2.06-61.fc36                       @updates                  
grub2-tools.x86_64                                       1:2.06-61.fc36                       @updates                  
grub2-tools-efi.x86_64                                   1:2.06-61.fc36                       @updates                  
grub2-tools-extra.x86_64                                 1:2.06-61.fc36                       @updates                  
grub2-tools-minimal.x86_64                               1:2.06-61.fc36                       @updates                  
grubby.x86_64                                            8.40-67.fc36                         @fedora-updates           
gsettings-desktop-schemas.x86_64                         42.0-12.fc36                         @nobara-baseos            
gsl.x86_64                                               2.6-6.fc36                           @anaconda                 
gsm.i686                                                 1.0.19-7.fc36                        @anaconda                 
gsm.x86_64                                               1.0.19-7.fc36                        @anaconda                 
gsound.x86_64                                            1.0.3-3.fc36                         @anaconda                 
gspell.x86_64                                            1.10.0-1.fc36                        @fedora-updates           
gssdp.i686                                               1.4.0.1-2.fc36                       @anaconda                 
gssdp.x86_64                                             1.4.0.1-2.fc36                       @anaconda                 
gssproxy.x86_64                                          0.8.4-7.fc36                         @fedora                   
gstreamer1.i686                                          1.20.3-1.fc36                        @fedora-updates           
gstreamer1.x86_64                                        1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugin-libav.i686                             1.20.3-5.fc36                        @updates                  
gstreamer1-plugin-libav.x86_64                           1.20.3-5.fc36                        @updates                  
gstreamer1-plugin-openh264.x86_64                        1.20.3-3.fc36                        @fedora-cisco-openh264    
gstreamer1-plugins-bad-free.i686                         1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-bad-free.x86_64                       1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-bad-freeworld.i686                    1:1.20.3-1.fc36                      @rpmfusion-free-updates   
gstreamer1-plugins-bad-freeworld.x86_64                  1:1.20.3-1.fc36                      @rpmfusion-free-updates   
gstreamer1-plugins-base.i686                             1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-base.x86_64                           1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-good.i686                             1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-good.x86_64                           1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-good-gtk.x86_64                       1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-good-qt.x86_64                        1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-ugly.i686                             1:1.20.3-1.fc36                      @rpmfusion-free-updates   
gstreamer1-plugins-ugly.x86_64                           1:1.20.3-1.fc36                      @rpmfusion-free-updates   
gstreamer1-plugins-ugly-free.i686                        1.20.3-1.fc36                        @fedora-updates           
gstreamer1-plugins-ugly-free.x86_64                      1.20.3-1.fc36                        @fedora-updates           
gstreamer1-vaapi.x86_64                                  1.20.3-1.fc36                        @fedora-updates           
gtk-update-icon-cache.x86_64                             3.24.35-1.fc36                       @updates                  
gtk-vnc2.x86_64                                          1.3.0-2.fc36                         @anaconda                 
gtk2.i686                                                2.24.33-8.fc36                       @anaconda                 
gtk2.x86_64                                              2.24.33-8.fc36                       @anaconda                 
gtk3.i686                                                3.24.35-1.fc36                       @updates                  
gtk3.x86_64                                              3.24.35-1.fc36                       @updates                  
gtk4.x86_64                                              4.6.6-2.fc36                         @nobara-baseos            
gtkmm30.x86_64                                           3.24.6-1.fc36                        @fedora-updates           
gtksourceview4.x86_64                                    4.8.3-1.fc36                         @anaconda                 
gtksourceview5.x86_64                                    5.4.2-1.fc36                         @fedora-updates           
gts.x86_64                                               0.7.6-41.20121130.fc36               @anaconda                 
guestfs-tools.x86_64                                     1.48.3-1.fc36                        @updates                  
guile22.x86_64                                           2.2.7-5.fc36                         @anaconda                 
gupnp.i686                                               1.4.3-2.fc36                         @anaconda                 
gupnp.x86_64                                             1.4.3-2.fc36                         @anaconda                 
gupnp-av.x86_64                                          0.14.1-1.fc36                        @fedora-updates           
gupnp-dlna.x86_64                                        0.12.0-2.fc36                        @anaconda                 
gupnp-igd.i686                                           1.2.0-5.fc36                         @anaconda                 
gupnp-igd.x86_64                                         1.2.0-5.fc36                         @anaconda                 
gutenprint.x86_64                                        5.3.4-8.fc36                         @anaconda                 
gutenprint-cups.x86_64                                   5.3.4-8.fc36                         @anaconda                 
gutenprint-libs.x86_64                                   5.3.4-8.fc36                         @anaconda                 
gvfs.x86_64                                              1.50.3-1.fc36                        @updates                  
gvfs-afc.x86_64                                          1.50.3-1.fc36                        @updates                  
gvfs-afp.x86_64                                          1.50.3-1.fc36                        @updates                  
gvfs-archive.x86_64                                      1.50.3-1.fc36                        @updates                  
gvfs-client.x86_64                                       1.50.3-1.fc36                        @updates                  
gvfs-fuse.x86_64                                         1.50.3-1.fc36                        @updates                  
gvfs-goa.x86_64                                          1.50.3-1.fc36                        @updates                  
gvfs-gphoto2.x86_64                                      1.50.3-1.fc36                        @updates                  
gvfs-mtp.x86_64                                          1.50.3-1.fc36                        @updates                  
gvfs-smb.x86_64                                          1.50.3-1.fc36                        @updates                  
gvnc.x86_64                                              1.3.0-2.fc36                         @anaconda                 
gvncpulse.x86_64                                         1.3.0-2.fc36                         @anaconda                 
gzip.x86_64                                              1.11-3.fc36                          @anaconda                 
harfbuzz.i686                                            4.0.0-2.fc36                         @fedora-updates           
harfbuzz.x86_64                                          4.0.0-2.fc36                         @fedora-updates           
harfbuzz-icu.x86_64                                      4.0.0-2.fc36                         @fedora-updates           
hddtemp.x86_64                                           0.3-0.50.beta15.fc36                 @anaconda                 
hexedit.x86_64                                           1.6-1.fc36                           @updates                  
hfsplus-tools.x86_64                                     540.1.linux3-26.fc36                 @anaconda                 
hicolor-icon-theme.noarch                                0.17-13.fc36                         @fedora-updates           
hidapi.x86_64                                            0.12.0-1.fc36                        @fedora-updates           
highcontrast-icon-theme.noarch                           3.28-14.fc36                         @anaconda                 
hivex-libs.x86_64                                        1.3.21-6.fc36                        @fedora                   
hostname.x86_64                                          3.23-6.fc36                          @anaconda                 
hplip.x86_64                                             3.22.10-3.fc36                       @updates                  
hplip-common.x86_64                                      3.22.10-3.fc36                       @updates                  
hplip-libs.x86_64                                        3.22.10-3.fc36                       @updates                  
hsa-rocr.x86_64                                          5.2.3.50203.2-copr.fc36              @nobara-baseos            
hsakmt-roct-devel.x86_64                                 5.2.3.50203.2-copr.fc36              @nobara-baseos            
htop.x86_64                                              3.2.1-1.fc36                         @updates                  
http-parser.x86_64                                       2.9.4-6.fc36                         @anaconda                 
httpd.x86_64                                             2.4.54-3.fc36                        @fedora-updates           
httpd-core.x86_64                                        2.4.54-3.fc36                        @fedora-updates           
httpd-filesystem.noarch                                  2.4.54-3.fc36                        @fedora-updates           
httpd-tools.x86_64                                       2.4.54-3.fc36                        @fedora-updates           
hunspell.x86_64                                          1.7.0-19.fc36                        @anaconda                 
hunspell-en.noarch                                       0.20140811.1-22.fc36                 @anaconda                 
hunspell-en-GB.noarch                                    0.20140811.1-22.fc36                 @anaconda                 
hunspell-en-US.noarch                                    0.20140811.1-22.fc36                 @anaconda                 
hunspell-filesystem.x86_64                               1.7.0-19.fc36                        @anaconda                 
hwdata.noarch                                            0.366-1.fc36                         @updates                  
hyperv-daemons.x86_64                                    0-0.39.20220731git.fc36              @fedora-updates           
hyperv-daemons-license.noarch                            0-0.39.20220731git.fc36              @fedora-updates           
hypervfcopyd.x86_64                                      0-0.39.20220731git.fc36              @fedora-updates           
hypervkvpd.x86_64                                        0-0.39.20220731git.fc36              @fedora-updates           
hypervvssd.x86_64                                        0-0.39.20220731git.fc36              @fedora-updates           
hyphen.x86_64                                            2.8.8-17.fc36                        @anaconda                 
i2c-tools.x86_64                                         4.3-2.fc36                           @anaconda                 
ibus.x86_64                                              1.5.26-9.fc36                        @fedora-updates           
ibus-anthy.x86_64                                        1.5.14-4.fc36                        @fedora-updates           
ibus-anthy-python.noarch                                 1.5.14-4.fc36                        @fedora-updates           
ibus-gtk2.x86_64                                         1.5.26-9.fc36                        @fedora-updates           
ibus-gtk3.x86_64                                         1.5.26-9.fc36                        @fedora-updates           
ibus-gtk4.x86_64                                         1.5.26-9.fc36                        @fedora-updates           
ibus-hangul.x86_64                                       1.5.4-8.fc36                         @anaconda                 
ibus-libpinyin.x86_64                                    1.13.0-1.fc36                        @fedora-updates           
ibus-libs.x86_64                                         1.5.26-9.fc36                        @fedora-updates           
ibus-libzhuyin.x86_64                                    1.10.0-4.fc36                        @anaconda                 
ibus-m17n.x86_64                                         1.4.18-1.fc36                        @updates                  
ibus-setup.noarch                                        1.5.26-9.fc36                        @fedora-updates           
ibus-typing-booster.noarch                               2.20.0-1.fc36                        @updates                  
iio-sensor-proxy.x86_64                                  3.4-1.fc36                           @fedora-updates           
ilbc.x86_64                                              1.1.1-22.fc36                        @fedora                   
ima-evm-utils.x86_64                                     1.4-5.fc36                           @anaconda                 
imath.x86_64                                             3.1.6-1.fc36                         @updates                  
imlib2.x86_64                                            1.7.4-2.fc36                         @anaconda                 
info.x86_64                                              6.8-3.fc36                           @anaconda                 
inih.i686                                                56-1.fc36                            @fedora-updates           
inih.x86_64                                              56-1.fc36                            @fedora-updates           
iniparser.x86_64                                         4.1-9.fc36                           @anaconda                 
initscripts.x86_64                                       10.16-2.fc36                         @anaconda                 
initscripts-rename-device.x86_64                         10.16-2.fc36                         @anaconda                 
initscripts-service.noarch                               10.16-2.fc36                         @anaconda                 
inkscape.x86_64                                          1.2.2-3.fc36                         @updates                  
inotify-tools.x86_64                                     3.22.1.0-2.fc36                      @fedora                   
intel-gmmlib.x86_64                                      22.1.7-1.fc36                        @updates                  
intel-gpu-firmware.noarch                                20221214-142.fc36                    @nobara-baseos            
intel-media-driver.x86_64                                22.3.1-2.fc36                        @rpmfusion-nonfree-updates
intel-mediasdk.x86_64                                    22.3.0-1.fc36                        @fedora                   
inxi.noarch                                              3.3.24-1.fc36                        @updates                  
ipcalc.x86_64                                            1.0.1-3.fc36                         @anaconda                 
ipmitool.x86_64                                          1.8.18-25.fc36                       @anaconda                 
iproute.x86_64                                           5.15.0-2.fc36                        @anaconda                 
iproute-tc.x86_64                                        5.15.0-2.fc36                        @fedora                   
ipset.x86_64                                             7.15-5.fc36.1                        @updates                  
ipset-libs.x86_64                                        7.15-5.fc36.1                        @updates                  
iptables-libs.x86_64                                     1.8.7-15.fc36                        @anaconda                 
iptables-nft.x86_64                                      1.8.7-15.fc36                        @anaconda                 
iptstate.x86_64                                          2.2.6-14.fc36                        @anaconda                 
iputils.x86_64                                           20221126-1.fc36                      @updates                  
ipxe-roms-qemu.noarch                                    20220210-1.git64113751.fc36          @fedora-updates           
iscsi-initiator-utils.x86_64                             6.2.1.4-4.git2a8f9d8.fc36            @anaconda                 
iscsi-initiator-utils-iscsiuio.x86_64                    6.2.1.4-4.git2a8f9d8.fc36            @anaconda                 
isns-utils-libs.x86_64                                   0.101-4.fc36                         @anaconda                 
iso-codes.noarch                                         4.9.0-2.fc36                         @anaconda                 
isomd5sum.x86_64                                         1:1.2.3-15.fc36                      @anaconda                 
iw.x86_64                                                5.9-4.fc36                           @anaconda                 
iwl100-firmware.noarch                                   39.31.5.1-142.fc36                   @nobara-baseos            
iwl1000-firmware.noarch                                  1:39.31.5.1-142.fc36                 @nobara-baseos            
iwl105-firmware.noarch                                   18.168.6.1-142.fc36                  @nobara-baseos            
iwl135-firmware.noarch                                   18.168.6.1-142.fc36                  @nobara-baseos            
iwl2000-firmware.noarch                                  18.168.6.1-142.fc36                  @nobara-baseos            
iwl2030-firmware.noarch                                  18.168.6.1-142.fc36                  @nobara-baseos            
iwl3160-firmware.noarch                                  1:25.30.13.0-142.fc36                @nobara-baseos            
iwl3945-firmware.noarch                                  15.32.2.9-142.fc36                   @nobara-baseos            
iwl4965-firmware.noarch                                  228.61.2.24-142.fc36                 @nobara-baseos            
iwl5000-firmware.noarch                                  8.83.5.1_1-142.fc36                  @nobara-baseos            
iwl5150-firmware.noarch                                  8.24.2.2-142.fc36                    @nobara-baseos            
iwl6000-firmware.noarch                                  9.221.4.1-142.fc36                   @nobara-baseos            
iwl6000g2a-firmware.noarch                               18.168.6.1-142.fc36                  @nobara-baseos            
iwl6000g2b-firmware.noarch                               18.168.6.1-142.fc36                  @nobara-baseos            
iwl6050-firmware.noarch                                  41.28.5.1-142.fc36                   @nobara-baseos            
iwl7260-firmware.noarch                                  1:25.30.13.0-142.fc36                @nobara-baseos            
iwlax2xx-firmware.noarch                                 20221214-142.fc36                    @nobara-baseos            
jansson.x86_64                                           2.13.1-4.fc36                        @anaconda                 
jasper-libs.x86_64                                       2.0.33-2.fc36                        @anaconda                 
java-latest-openjdk.x86_64                               1:19.0.1.0.10-4.rolling.fc36         @updates                  
java-latest-openjdk-headless.x86_64                      1:19.0.1.0.10-4.rolling.fc36         @updates                  
javapackages-filesystem.noarch                           6.0.0-7.fc36                         @fedora                   
jbig2dec-libs.x86_64                                     0.19-6.fc36                          @anaconda                 
jbigkit-libs.i686                                        2.1-23.fc36                          @anaconda                 
jbigkit-libs.x86_64                                      2.1-23.fc36                          @anaconda                 
jemalloc.x86_64                                          5.2.1-7.fc36                         @fedora                   
jomolhari-fonts.noarch                                   0.003-35.fc36                        @anaconda                 
jq.x86_64                                                1.6-13.fc36                          @anaconda                 
js-jquery.noarch                                         3.6.0-2.fc36                         @anaconda                 
json-c.i686                                              0.15-3.fc36                          @anaconda                 
json-c.x86_64                                            0.15-3.fc36                          @anaconda                 
json-glib.i686                                           1.6.6-2.fc36                         @anaconda                 
json-glib.x86_64                                         1.6.6-2.fc36                         @anaconda                 
julietaula-montserrat-fonts.noarch                       1:7.222-2.fc36                       @anaconda                 
jwhois.x86_64                                            4.0-67.fc36                          @anaconda                 
jxl-pixbuf-loader.x86_64                                 0.6.1-9.fc36                         @anaconda                 
kasumi-common.noarch                                     2.5-37.fc36                          @anaconda                 
kasumi-unicode.x86_64                                    2.5-37.fc36                          @anaconda                 
kbd.x86_64                                               2.4.0-9.fc36                         @anaconda                 
kbd-legacy.noarch                                        2.4.0-9.fc36                         @anaconda                 
kbd-misc.noarch                                          2.4.0-9.fc36                         @anaconda                 
kde-filesystem.x86_64                                    4-67.fc36                            @fedora                   
kdump-anaconda-addon.noarch                              006-6.20220128git9603258.fc36        @anaconda                 
kernel.x86_64                                            6.0.10-201.fc36                      @nobara-baseos            
kernel.x86_64                                            6.0.13-201.fsync.fc36                @nobara-baseos            
kernel.x86_64                                            6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-core.x86_64                                       6.0.10-201.fc36                      @nobara-baseos            
kernel-core.x86_64                                       6.0.13-201.fsync.fc36                @nobara-baseos            
kernel-core.x86_64                                       6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-devel.x86_64                                      6.0.10-201.fc36                      @nobara-baseos            
kernel-devel.x86_64                                      6.0.13-201.fsync.fc36                @nobara-baseos            
kernel-devel.x86_64                                      6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-devel-matched.x86_64                              6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-headers.x86_64                                    6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-modules.x86_64                                    6.0.10-201.fc36                      @nobara-baseos            
kernel-modules.x86_64                                    6.0.13-201.fsync.fc36                @nobara-baseos            
kernel-modules.x86_64                                    6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-modules-extra.x86_64                              6.0.10-201.fc36                      @nobara-baseos            
kernel-modules-extra.x86_64                              6.0.13-201.fsync.fc36                @nobara-baseos            
kernel-modules-extra.x86_64                              6.0.14-201.fsync.fc36                @nobara-baseos            
kernel-srpm-macros.noarch                                1.0-14.fc36                          @fedora                   
kexec-tools.x86_64                                       2.0.25-1.fc36                        @updates                  
keybinder3.x86_64                                        0.3.2-13.fc36                        @anaconda                 
keyutils.x86_64                                          1.6.1-4.fc36                         @anaconda                 
keyutils-libs.i686                                       1.6.1-4.fc36                         @anaconda                 
keyutils-libs.x86_64                                     1.6.1-4.fc36                         @anaconda                 
kf5-filesystem.x86_64                                    5.101.0-1.fc36                       @updates                  
khmer-os-system-fonts.noarch                             5.0-35.fc36                          @anaconda                 
kmod.x86_64                                              29-7.fc36                            @anaconda                 
kmod-libs.x86_64                                         29-7.fc36                            @anaconda                 
kmod-xone-6.0.13-201.fsync.fc36.x86_64.x86_64            0.2-3.fc36                           @@commandline             
kmod-xone-6.0.14-201.fsync.fc36.x86_64.x86_64            0.2-3.fc36                           @@commandline             
kmod-xpadneo-6.0.13-201.fsync.fc36.x86_64.x86_64         0.9.5-1.fc36                         @@commandline             
kmod-xpadneo-6.0.14-201.fsync.fc36.x86_64.x86_64         0.9.5-1.fc36                         @@commandline             
kmodtool.noarch                                          1.1-3.fc36                           @fedora                   
koji.noarch                                              1.31.1-1.fc36                        @updates                  
kpartx.x86_64                                            0.8.7-9.fc36                         @updates                  
krb5-libs.i686                                           1.19.2-12.fc36                       @updates                  
krb5-libs.x86_64                                         1.19.2-12.fc36                       @updates                  
krb5-pkinit.x86_64                                       1.19.2-12.fc36                       @updates                  
krb5-workstation.x86_64                                  1.19.2-12.fc36                       @updates                  
ladspa.x86_64                                            1.13-28.fc36                         @fedora                   
lame-libs.i686                                           3.100-12.fc36                        @anaconda                 
lame-libs.x86_64                                         3.100-12.fc36                        @anaconda                 
langpacks-core-en.noarch                                 3.0-25.fc36                          @fedora-updates           
langpacks-core-font-en.noarch                            3.0-25.fc36                          @fedora-updates           
langpacks-en.noarch                                      3.0-25.fc36                          @fedora-updates           
langtable.noarch                                         0.0.61-2.fc36                        @updates                  
lasi.x86_64                                              1.1.3-8.fc36                         @anaconda                 
lcms2.i686                                               2.13.1-1.fc36                        @anaconda                 
lcms2.x86_64                                             2.13.1-1.fc36                        @anaconda                 
less.x86_64                                              590-5.fc36                           @fedora-updates           
libICE.i686                                              1.0.10-8.fc36                        @anaconda                 
libICE.x86_64                                            1.0.10-8.fc36                        @anaconda                 
libSM.i686                                               1.2.3-10.fc36                        @anaconda                 
libSM.x86_64                                             1.2.3-10.fc36                        @anaconda                 
libX11.i686                                              1.7.3.1-2.fc36                       @anaconda                 
libX11.x86_64                                            1.7.3.1-2.fc36                       @anaconda                 
libX11-common.noarch                                     1.7.3.1-2.fc36                       @anaconda                 
libX11-devel.x86_64                                      1.7.3.1-2.fc36                       @fedora                   
libX11-xcb.i686                                          1.7.3.1-2.fc36                       @anaconda                 
libX11-xcb.x86_64                                        1.7.3.1-2.fc36                       @anaconda                 
libXScrnSaver.i686                                       1.2.3-10.fc36                        @anaconda                 
libXScrnSaver.x86_64                                     1.2.3-10.fc36                        @anaconda                 
libXau.i686                                              1.0.9-8.fc36                         @anaconda                 
libXau.x86_64                                            1.0.9-8.fc36                         @anaconda                 
libXau-devel.x86_64                                      1.0.9-8.fc36                         @fedora                   
libXaw.x86_64                                            1.0.14-2.fc36                        @anaconda                 
libXcomposite.i686                                       0.4.5-7.fc36                         @anaconda                 
libXcomposite.x86_64                                     0.4.5-7.fc36                         @anaconda                 
