Installed Packages
1password.x86_64                                         8.9.14-1                             @1password                
qemu-ui-spice-app.x86_64                                 2:6.2.0-17.fc36                      @updates                  
qemu-ui-spice-core.x86_64                                2:6.2.0-17.fc36                      @updates                  
qemu-virtiofsd.x86_64                                    2:6.2.0-17.fc36                      @updates                  
qgnomeplatform-qt5.x86_64                                0.9.0-4.fc36                         @updates                  
qgnomeplatform-qt6.x86_64                                0.9.0-4.fc36                         @updates                  
qpdf-libs.x86_64                                         10.6.3-2.fc36                        @fedora-updates           
qrencode-libs.x86_64                                     4.1.1-2.fc36                         @anaconda                 
qt.x86_64                                                1:4.8.7-67.fc36                      @fedora                   
qt-common.noarch                                         1:4.8.7-67.fc36                      @fedora                   
qt-settings.noarch                                       36.1-14.fc36                         @nobara-baseos            
qt-x11.x86_64                                            1:4.8.7-67.fc36                      @fedora                   
qt5-qtbase.x86_64                                        5.15.7-1.fc36                        @updates                  
qt5-qtbase-common.noarch                                 5.15.7-1.fc36                        @updates                  
qt5-qtbase-gui.x86_64                                    5.15.7-1.fc36                        @updates                  
qt5-qtdeclarative.x86_64                                 5.15.7-1.fc36                        @updates                  
qt5-qtstyleplugins.x86_64                                5.0.0-50.fc36                        @updates                  
qt5-qtwayland.x86_64                                     5.15.7-1.fc36                        @updates                  
qt5-qtx11extras.x86_64                                   5.15.7-1.fc36                        @updates                  
qt5-qtxmlpatterns.x86_64                                 5.15.7-1.fc36                        @updates                  
qt5-srpm-macros.noarch                                   5.15.7-1.fc36                        @updates                  
qt5ct.x86_64                                             1.1-13.fc36                          @updates                  
qt5pas.x86_64                                            2.6-2020401.fc36                     @fedora-updates           
qt6-qt5compat.x86_64                                     6.3.1-2.fc36                         @updates                  
qt6-qtbase.x86_64                                        6.3.1-3.fc36                         @fedora-updates           
qt6-qtbase-common.noarch                                 6.3.1-3.fc36                         @fedora-updates           
qt6-qtbase-gui.x86_64                                    6.3.1-3.fc36                         @fedora-updates           
qt6-qtdeclarative.x86_64                                 6.3.1-2.fc36                         @fedora-updates           
qt6-qtimageformats.x86_64                                6.3.1-2.fc36                         @updates                  
qt6-qtsvg.x86_64                                         6.3.1-2.fc36                         @fedora-updates           
qt6-qttools.x86_64                                       6.3.1-2.fc36                         @fedora-updates           
qt6-qttools-common.noarch                                6.3.1-2.fc36                         @fedora-updates           
qt6-qtwayland.x86_64                                     6.3.1-5.fc36                         @updates                  
quota.x86_64                                             1:4.06-7.fc36                        @anaconda                 
quota-nls.noarch                                         1:4.06-7.fc36                        @anaconda                 
rav1e-libs.i686                                          0.5.0-6.fc36                         @anaconda                 
rav1e-libs.x86_64                                        0.5.0-6.fc36                         @anaconda                 
rb_libtorrent.x86_64                                     2.0.8-1.fc36                         @updates                  
readline.i686                                            8.2-2.fc36                           @updates                  
readline.x86_64                                          8.2-2.fc36                           @updates                  
realmd.x86_64                                            0.17.0-9.fc36                        @anaconda                 
redhat-menus.noarch                                      12.0.2-21.fc36                       @anaconda                 
redhat-rpm-config.noarch                                 222-1.fc36                           @fedora-updates           
remmina.x86_64                                           1.4.29-2.fc36                        @updates                  
remmina-plugins-exec.x86_64                              1.4.29-2.fc36                        @updates                  
remmina-plugins-rdp.x86_64                               1.4.29-2.fc36                        @updates                  
remmina-plugins-secret.x86_64                            1.4.29-2.fc36                        @updates                  
remmina-plugins-vnc.x86_64                               1.4.29-2.fc36                        @updates                  
rest.x86_64                                              0.8.1-12.fc36                        @anaconda                 
restic.x86_64                                            0.12.1-4.fc36                        @updates                  
rhythmbox.x86_64                                         3.4.6-1.fc36                         @fedora-updates           
rit-meera-new-fonts.noarch                               1.4.1-1.fc36                         @updates                  
rnnoise.x86_64                                           0-0.5.20210312git7f449bf.fc36        @fedora                   
rocm-core.x86_64                                         5.2.3.50203-copr.fc36                @nobara-baseos            
rocm-device-libs.x86_64                                  5.2.3.50203-copr.fc36                @nobara-baseos            
rocm-hip-runtime.x86_64                                  5.2.3.50203-copr.fc36                @nobara-baseos            
rocm-hip-runtime-devel.x86_64                            5.2.3.50203-copr.fc36                @nobara-baseos            
rocm-language-runtime.x86_64                             5.2.3.50203-copr.fc36                @nobara-baseos            
rocm-llvm.x86_64                                         5.2.3.50203-copr.fc36                @nobara-baseos            
rocm-opencl-runtime.x86_64                               5.2.3.50203-copr.fc36                @nobara-baseos            
rocminfo.x86_64                                          5.2.3.50203-copr.fc36                @nobara-baseos            
rootfiles.noarch                                         8.1-31.fc36                          @anaconda                 
rpcbind.x86_64                                           1.2.6-2.fc36                         @fedora                   
rpkg-common.noarch                                       1.65-3.fc36                          @updates                  
rpm.x86_64                                               4.17.1-3.fc36                        @fedora-updates           
rpm-build.x86_64                                         4.17.1-3.fc36                        @fedora-updates           
rpm-build-libs.x86_64                                    4.17.1-3.fc36                        @fedora-updates           
rpm-libs.x86_64                                          4.17.1-3.fc36                        @fedora-updates           
rpm-plugin-selinux.x86_64                                4.17.1-3.fc36                        @fedora-updates           
rpm-plugin-systemd-inhibit.x86_64                        4.17.1-3.fc36                        @fedora-updates           
rpm-sign-libs.x86_64                                     4.17.1-3.fc36                        @fedora-updates           
rpmautospec-rpm-macros.noarch                            0.3.1-1.fc36                         @updates                  
rpmdevtools.noarch                                       9.6-1.fc36                           @anaconda                 
rpmfusion-free-appstream-data.noarch                     36-4.fc36                            @rpmfusion-free           
rpmfusion-free-release.noarch                            36-5                                 @nobara-appstream         
rpmfusion-nonfree-appstream-data.noarch                  36-3.fc36                            @rpmfusion-nonfree        
rpmfusion-nonfree-release.noarch                         36-10                                @nobara-appstream         
rpmlint.noarch                                           2.4.0-3.fc36                         @updates                  
rpmlint-fedora-license-data.noarch                       1.11-1.fc36                          @updates                  
rsync.x86_64                                             3.2.7-1.fc36                         @updates                  
rtkit.x86_64                                             0.11-30.fc36                         @fedora-updates           
rubberband.x86_64                                        3.1.0-2.fc36                         @updates                  
rust-srpm-macros.noarch                                  23-1.fc36                            @updates                  
rustdesk.x86_64                                          1.1.9-0                              @@commandline             
samba.x86_64                                             2:4.16.8-1.fc36                      @updates                  
samba-client.x86_64                                      2:4.16.8-1.fc36                      @updates                  
samba-client-libs.x86_64                                 2:4.16.8-1.fc36                      @updates                  
samba-common.noarch                                      2:4.16.8-1.fc36                      @updates                  
samba-common-libs.x86_64                                 2:4.16.8-1.fc36                      @updates                  
samba-common-tools.x86_64                                2:4.16.8-1.fc36                      @updates                  
samba-dc-libs.x86_64                                     2:4.16.8-1.fc36                      @updates                  
samba-dcerpc.x86_64                                      2:4.16.8-1.fc36                      @updates                  
samba-libs.x86_64                                        2:4.16.8-1.fc36                      @updates                  
samba-winbind.x86_64                                     2:4.16.8-1.fc36                      @updates                  
samba-winbind-clients.x86_64                             2:4.16.8-1.fc36                      @updates                  
samba-winbind-modules.x86_64                             2:4.16.8-1.fc36                      @updates                  
sane-airscan.x86_64                                      0.99.27-4.fc36                       @anaconda                 
sane-backends.x86_64                                     1.1.1-10.fc36                        @updates                  
sane-backends-drivers-cameras.i686                       1.1.1-10.fc36                        @updates                  
sane-backends-drivers-cameras.x86_64                     1.1.1-10.fc36                        @updates                  
sane-backends-drivers-scanners.i686                      1.1.1-10.fc36                        @updates                  
sane-backends-drivers-scanners.x86_64                    1.1.1-10.fc36                        @updates                  
sane-backends-libs.i686                                  1.1.1-10.fc36                        @updates                  
sane-backends-libs.x86_64                                1.1.1-10.fc36                        @updates                  
satyr.x86_64                                             0.39-4.fc36                          @anaconda                 
scrub.x86_64                                             2.6.1-4.fc36                         @fedora                   
sdl12-compat.x86_64                                      1.2.60-1.fc36                        @updates                  
seabios-bin.noarch                                       1.16.1-2.fc36                        @updates                  
seavgabios-bin.noarch                                    1.16.1-2.fc36                        @updates                  
sed.x86_64                                               4.8-10.fc36                          @anaconda                 
selinux-policy.noarch                                    36.17-1.fc36                         @updates                  
selinux-policy-targeted.noarch                           36.17-1.fc36                         @updates                  
serd.i686                                                0.30.10-4.fc36                       @anaconda                 
serd.x86_64                                              0.30.10-4.fc36                       @anaconda                 
setup.noarch                                             2.13.10-18.fc36                      @nobara-baseos            
setxkbmap.x86_64                                         1.3.2-5.fc36                         @anaconda                 
sg3_utils-libs.x86_64                                    1.46-3.fc36                          @anaconda                 
sgabios-bin.noarch                                       1:0.20180715git-8.fc36               @fedora                   
sgpio.x86_64                                             1.2.0.10-30.fc36                     @anaconda                 
shadow-utils.x86_64                                      2:4.11.1-5.fc36                      @updates                  
shadow-utils-subid.x86_64                                2:4.11.1-5.fc36                      @updates                  
shared-mime-info.x86_64                                  2.1-3.fc35                           @anaconda                 
sheepdog.x86_64                                          1.0.1-17.fc36                        @fedora                   
shim-ia32.x86_64                                         15.6-3                               @nobara-baseos            
shim-x64.x86_64                                          15.6-3                               @nobara-baseos            
sil-mingzat-fonts.noarch                                 1.000-6.fc36                         @anaconda                 
sil-nuosu-fonts.noarch                                   2.200-4.fc36                         @anaconda                 
sil-padauk-fonts.noarch                                  3.003-9.fc36                         @anaconda                 
simple-scan.x86_64                                       42.1-1.fc36                          @fedora-updates           
slang.x86_64                                             2.3.2-11.fc36                        @anaconda                 
slirp4netns.x86_64                                       1.2.0-0.2.beta.0.fc36                @anaconda                 
slurp.x86_64                                             1.4.0-1.fc36                         @updates                  
snappy.x86_64                                            1.1.9-4.fc36                         @anaconda                 
sni-qt.x86_64                                            0.2.7-0.10.20170217.fc36             @fedora                   
sord.i686                                                0.16.8-3.fc36                        @anaconda                 
sord.x86_64                                              0.16.8-3.fc36                        @anaconda                 
sos.noarch                                               4.3-2.fc36                           @anaconda                 
sound-theme-freedesktop.noarch                           0.8-17.fc36                          @anaconda                 
soundtouch.i686                                          2.3.1-2.fc36                         @anaconda                 
soundtouch.x86_64                                        2.3.1-2.fc36                         @anaconda                 
source-highlight.x86_64                                  3.1.9-15.fc36                        @updates                  
soxr.i686                                                0.1.3-11.fc36                        @fedora                   
soxr.x86_64                                              0.1.3-11.fc36                        @anaconda                 
speech-dispatcher.x86_64                                 0.11.4-1.fc36                        @updates                  
speech-dispatcher-espeak-ng.x86_64                       0.11.4-1.fc36                        @updates                  
speex.i686                                               1.2.0-10.fc36                        @anaconda                 
speex.x86_64                                             1.2.0-10.fc36                        @anaconda                 
spice-glib.x86_64                                        0.40-1.fc36                          @fedora                   
spice-gtk3.x86_64                                        0.40-1.fc36                          @fedora                   
spice-server.x86_64                                      0.15.1-1.fc36                        @updates                  
spice-vdagent.x86_64                                     0.22.1-1.fc36                        @anaconda                 
spirv-tools-libs.x86_64                                  2022.1-1.20220202.git45dd184.fc36    @fedora                   
sqlite-libs.i686                                         3.36.0-5.fc36                        @anaconda                 
sqlite-libs.x86_64                                       3.36.0-5.fc36                        @anaconda                 
squashfs-tools.x86_64                                    4.5.1-1.fc36                         @fedora-updates           
sratom.i686                                              0.6.8-2.fc36                         @anaconda                 
sratom.x86_64                                            0.6.8-2.fc36                         @anaconda                 
srt-libs.i686                                            1.4.4-2.fc36                         @fedora                   
srt-libs.x86_64                                          1.4.4-2.fc36                         @fedora                   
sshpass.x86_64                                           1.09-3.fc36                          @anaconda                 
sssd.x86_64                                              2.7.4-1.fc36                         @fedora-updates           
sssd-ad.x86_64                                           2.7.4-1.fc36                         @fedora-updates           
sssd-client.x86_64                                       2.7.4-1.fc36                         @fedora-updates           
sssd-common.x86_64                                       2.7.4-1.fc36                         @fedora-updates           
sssd-common-pac.x86_64                                   2.7.4-1.fc36                         @fedora-updates           
sssd-ipa.x86_64                                          2.7.4-1.fc36                         @fedora-updates           
sssd-kcm.x86_64                                          2.7.4-1.fc36                         @fedora-updates           
sssd-krb5.x86_64                                         2.7.4-1.fc36                         @fedora-updates           
sssd-krb5-common.x86_64                                  2.7.4-1.fc36                         @fedora-updates           
sssd-ldap.x86_64                                         2.7.4-1.fc36                         @fedora-updates           
sssd-nfs-idmap.x86_64                                    2.7.4-1.fc36                         @updates                  
sssd-proxy.x86_64                                        2.7.4-1.fc36                         @fedora-updates           
startup-notification.x86_64                              0.12-23.fc36                         @anaconda                 
steam.i686                                               1.0.0.75-1.fc36                      @rpmfusion-nonfree-updates
steam-devices.i686                                       1.0.0.75-1.fc36                      @rpmfusion-nonfree-updates
stix-fonts.noarch                                        2.0.2-11.fc36                        @anaconda                 
stoken-libs.x86_64                                       0.92-6.fc36                          @anaconda                 
sudo.x86_64                                              1.9.8-5.p2.fc36                      @anaconda                 
sudo-python-plugin.x86_64                                1.9.8-5.p2.fc36                      @anaconda                 
suitesparse.x86_64                                       5.10.1-2.fc36                        @anaconda                 
supergfxctl.x86_64                                       4.0.5-3                              @nobara-baseos            
supermin.x86_64                                          5.3.2-2.fc36                         @updates                  
sushi.x86_64                                             42.0-2.fc36                          @updates                  
svt-av1-libs.x86_64                                      0.9.0-1.fc36                         @anaconda                 
svt-hevc-libs.x86_64                                     1.5.1-3.fc36                         @rpmfusion-free           
switcheroo-control.x86_64                                2.6-1.fc36                           @fedora-updates           
swtpm.x86_64                                             0.7.3-1.20220427gitf2268ee.fc36      @updates                  
swtpm-libs.x86_64                                        0.7.3-1.20220427gitf2268ee.fc36      @updates                  
swtpm-tools.x86_64                                       0.7.3-1.20220427gitf2268ee.fc36      @updates                  
symlinks.x86_64                                          1.7-6.fc36                           @anaconda                 
syslinux.x86_64                                          6.04-0.22.fc36                       @anaconda                 
syslinux-extlinux.x86_64                                 6.04-0.22.fc36                       @anaconda                 
syslinux-extlinux-nonlinux.noarch                        6.04-0.22.fc36                       @anaconda                 
syslinux-nonlinux.noarch                                 6.04-0.22.fc36                       @anaconda                 
sysprof-capture-devel.x86_64                             3.44.0-1.fc36                        @anaconda                 
system-config-language.noarch                            3.5.0-8.fc36                         @anaconda                 
system-config-printer-libs.noarch                        1.5.18-1.fc36                        @fedora-updates           
system-config-printer-udev.x86_64                        1.5.18-1.fc36                        @fedora-updates           
systemd.x86_64                                           250.9-1.fc36                         @updates                  
systemd-container.x86_64                                 250.9-1.fc36                         @updates                  
systemd-libs.i686                                        250.9-1.fc36                         @updates                  
systemd-libs.x86_64                                      250.9-1.fc36                         @updates                  
systemd-networkd.x86_64                                  250.9-1.fc36                         @updates                  
systemd-oomd-defaults.noarch                             250.9-1.fc36                         @updates                  
systemd-pam.x86_64                                       250.9-1.fc36                         @updates                  
systemd-resolved.x86_64                                  250.9-1.fc36                         @updates                  
systemd-rpm-macros.noarch                                250.9-1.fc36                         @updates                  
systemd-udev.x86_64                                      250.9-1.fc36                         @updates                  
taglib.i686                                              1.12-6.fc36                          @anaconda                 
taglib.x86_64                                            1.12-6.fc36                          @anaconda                 
tali.x86_64                                              40.9-1.fc36                          @updates                  
tar.x86_64                                               2:1.34-3.fc36                        @anaconda                 
tbb.x86_64                                               2020.3-9.fc35                        @anaconda                 
tcl.x86_64                                               1:8.6.12-2.fc36                      @anaconda                 
tcp_wrappers-libs.i686                                   7.6-100.fc36                         @anaconda                 
tcp_wrappers-libs.x86_64                                 7.6-100.fc36                         @anaconda                 
tcpdump.x86_64                                           14:4.99.2-1.fc36                     @updates                  
tdb-tools.x86_64                                         1.4.7-1.fc36                         @fedora-updates           
teamd.x86_64                                             1.31-5.fc36                          @anaconda                 
teams.x86_64                                             1.5.00.23861-1                       @teams                    
telegram-desktop.x86_64                                  4.0.2-2.fc36                         @nobara-appstream         
texlive-lib.x86_64                                       9:20210325-47.fc36                   @anaconda                 
text-engine.x86_64                                       0.1.1-1.fc36                         @nobara-baseos            
tftp.x86_64                                              5.2-36.fc36                          @updates                  
thai-scalable-fonts-common.noarch                        0.7.3-2.fc36                         @anaconda                 
thai-scalable-waree-fonts.noarch                         0.7.3-2.fc36                         @anaconda                 
thermald.x86_64                                          2.4.8-4.fc36                         @anaconda                 
thonny.noarch                                            3.3.14-2.fc36                        @fedora                   
thunderbird.x86_64                                       102.6.0-2.fc36                       @updates                  
thunderbird-librnp-rnp.x86_64                            102.6.0-2.fc36                       @updates                  
tigervnc-license.noarch                                  1.12.0-6.fc36                        @fedora-updates           
tigervnc-server-minimal.x86_64                           1.12.0-6.fc36                        @fedora-updates           
time.x86_64                                              1.9-18.fc36                          @anaconda                 
timeshift.x86_64                                         22.11.2-1.fc36                       @updates                  
tinyxml.x86_64                                           2.6.2-24.fc36                        @fedora                   
tk.x86_64                                                1:8.6.12-2.fc36                      @fedora                   
tmux.x86_64                                              3.3a-1.fc36                          @fedora-updates           
torguard.x86_64                                          4.8.13.build.198.2-0                 @@commandline             
totem.x86_64                                             1:42.0-1.fc36                        @anaconda                 
totem-pl-parser.x86_64                                   3.26.6-4.fc36                        @anaconda                 
totem-video-thumbnailer.x86_64                           1:42.0-1.fc36                        @anaconda                 
tpm2-tools.x86_64                                        5.2-2.fc36                           @anaconda                 
tpm2-tss.x86_64                                          3.2.1-1.fc36                         @updates                  
traceroute.x86_64                                        3:2.1.1-1.fc36                       @updates                  
tracker.x86_64                                           3.3.3-1.fc36                         @fedora-updates           
tracker-miners.x86_64                                    3.3.1-1.fc36                         @fedora-updates           
tree.x86_64                                              2.1.0-1.fc36                         @updates                  
tree-sitter-cli.x86_64                                   0.20.7-1.fc36                        @updates                  
trousers.x86_64                                          0.3.15-6.fc36                        @fedora                   
trousers-lib.x86_64                                      0.3.15-6.fc36                        @anaconda                 
tslib.x86_64                                             1.22-5.fc36                          @anaconda                 
ttmkfdir.x86_64                                          3.0.9-65.fc36                        @fedora                   
twolame-libs.i686                                        0.4.0-1.fc36                         @fedora-updates           
twolame-libs.x86_64                                      0.4.0-1.fc36                         @fedora-updates           
tzdata.noarch                                            2022g-1.fc36                         @updates                  
tzdata-java.noarch                                       2022g-1.fc36                         @updates                  
uchardet.x86_64                                          0.0.6-15.fc36                        @anaconda                 
udisks2.x86_64                                           2.9.4-4.fc36                         @anaconda                 
udisks2-iscsi.x86_64                                     2.9.4-4.fc36                         @anaconda                 
unbound-anchor.x86_64                                    1.16.3-2.fc36                        @updates                  
unbound-libs.x86_64                                      1.16.3-2.fc36                        @updates                  
unibilium.x86_64                                         2.1.1-2.fc36                         @fedora                   
unicode-ucd.noarch                                       15.0.0-1.fc36                        @fedora-updates           
unixODBC.i686                                            2.3.9-5.fc36                         @anaconda                 
unixODBC.x86_64                                          2.3.9-5.fc36                         @anaconda                 
unrar.x86_64                                             6.2.1-1.fc36                         @rpmfusion-nonfree-updates
unzip.x86_64                                             6.0-57.fc36                          @anaconda                 
upower.x86_64                                            0.99.20-1.fc36                       @fedora-updates           
uresourced.x86_64                                        0.5.3-1.fc36                         @fedora-updates           
urw-base35-bookman-fonts.noarch                          20200910-11.fc36                     @fedora-updates           
urw-base35-c059-fonts.noarch                             20200910-11.fc36                     @fedora-updates           
urw-base35-d050000l-fonts.noarch                         20200910-11.fc36                     @fedora-updates           
urw-base35-fonts.noarch                                  20200910-11.fc36                     @fedora-updates           
urw-base35-fonts-common.noarch                           20200910-11.fc36                     @fedora-updates           
urw-base35-gothic-fonts.noarch                           20200910-11.fc36                     @fedora-updates           
urw-base35-nimbus-mono-ps-fonts.noarch                   20200910-11.fc36                     @fedora-updates           
urw-base35-nimbus-roman-fonts.noarch                     20200910-11.fc36                     @fedora-updates           
urw-base35-nimbus-sans-fonts.noarch                      20200910-11.fc36                     @fedora-updates           
urw-base35-p052-fonts.noarch                             20200910-11.fc36                     @fedora-updates           
urw-base35-standard-symbols-ps-fonts.noarch              20200910-11.fc36                     @fedora-updates           
urw-base35-z003-fonts.noarch                             20200910-11.fc36                     @fedora-updates           
usb_modeswitch.x86_64                                    2.6.1-4.fc36                         @anaconda                 
usb_modeswitch-data.noarch                               20191128-6.fc36                      @anaconda                 
usbmuxd.x86_64                                           1.1.1-7.fc36                         @anaconda                 
usbredir.x86_64                                          0.12.0-3.fc36                        @updates                  
usbutils.x86_64                                          015-1.fc36                           @updates                  
usermode.x86_64                                          1.114-4.fc36                         @anaconda                 
userspace-rcu.x86_64                                     0.13.0-4.fc36                        @anaconda                 
util-linux.x86_64                                        2.38-1.fc36                          @fedora-updates           
util-linux-core.x86_64                                   2.38-1.fc36                          @fedora-updates           
vamp-plugin-sdk.x86_64                                   2.9.0-5.fc36                         @fedora                   
vapoursynth-libs.x86_64                                  60-1.fc36                            @nobara-baseos            
vapoursynth-tools.x86_64                                 60-1.fc36                            @nobara-baseos            
vid.stab.i686                                            1.1.0-19.20201110gitf9166e9.fc36     @fedora                   
vid.stab.x86_64                                          1.1.0-19.20201110gitf9166e9.fc36     @fedora                   
vim-common.x86_64                                        2:9.0.1182-1.fc36                    @updates                  
vim-data.noarch                                          2:9.0.1182-1.fc36                    @updates                  
vim-enhanced.x86_64                                      2:9.0.1182-1.fc36                    @updates                  
vim-filesystem.noarch                                    2:9.0.1182-1.fc36                    @updates                  
vim-minimal.x86_64                                       2:9.0.1182-1.fc36                    @updates                  
virglrenderer.x86_64                                     0.9.1-3.20210420git36391559.fc36     @fedora                   
virt-install.noarch                                      4.0.0-1.fc36                         @fedora                   
virt-manager.noarch                                      4.0.0-1.fc36                         @fedora                   
virt-manager-common.noarch                               4.0.0-1.fc36                         @fedora                   
virt-top.x86_64                                          1.1.1-3.fc36                         @fedora                   
virt-viewer.x86_64                                       11.0-2.fc36                          @fedora                   
virt-win-reg.noarch                                      1.48.3-1.fc36                        @updates                  
virtualbox-guest-additions.x86_64                        7.0.4-1.fc36                         @updates                  
vkBasalt.i686                                            0.3.2.8-2.fc36                       @nobara-baseos-multilib   
vkBasalt.x86_64                                          0.3.2.8-2.fc36                       @nobara-baseos            
vmaf-models.noarch                                       2.3.0-3.fc36                         @fedora                   
vo-amrwbenc.i686                                         0.1.3-18.fc36                        @updates                  
vo-amrwbenc.x86_64                                       0.1.3-18.fc36                        @updates                  
volume_key-libs.x86_64                                   0.3.12-15.fc36                       @anaconda                 
vorta.noarch                                             0.8.9-1.fc36                         @updates                  
vpnc.x86_64                                              0.5.3-43.svn550.fc36                 @anaconda                 
vpnc-script.noarch                                       20220404-1.git40a8c62c.fc36          @fedora-updates           
vte-profile.x86_64                                       0.68.0-1.fc36                        @anaconda                 
vte291.x86_64                                            0.68.0-1.fc36                        @anaconda                 
vulkan-loader.i686                                       1.3.224-1.fc36                       @nobara-baseos-multilib   
vulkan-loader.x86_64                                     1.3.224-1.fc36                       @nobara-baseos            
vulkan-tools.x86_64                                      1.3.224-1.fc36                       @nobara-baseos            
w3m.x86_64                                               0.5.3-58.git20220429.fc36            @updates                  
w3m-img.x86_64                                           0.5.3-58.git20220429.fc36            @updates                  
wavpack.i686                                             5.5.0-2.fc36                         @updates                  
wavpack.x86_64                                           5.5.0-2.fc36                         @updates                  
web-assets-filesystem.noarch                             5-16.fc36                            @fedora-updates           
webapp-manager.noarch                                    master.mint21-1.fc36                 @nobara-baseos            
webkit2gtk3.x86_64                                       2.38.3-1.fc36                        @updates                  
webkit2gtk3-jsc.x86_64                                   2.38.3-1.fc36                        @updates                  
webrtc-audio-processing.i686                             0.3.1-8.fc36                         @anaconda                 
webrtc-audio-processing.x86_64                           0.3.1-8.fc36                         @anaconda                 
wget.x86_64                                              1.21.3-1.fc36                        @anaconda                 
which.x86_64                                             2.21-32.fc36                         @anaconda                 
whois-nls.noarch                                         5.5.15-1.fc36                        @updates                  
wine-staging-common.i686                                 1:8.0.rc2-1.1                        @nobara-baseos-multilib   
wine-staging64.x86_64                                    1:8.0.rc2-1.1                        @nobara-baseos            
winehq-staging.x86_64                                    1:8.0.rc2-1.1                        @nobara-baseos            
winetricks.noarch                                        20221231-1.fc36                      @nobara-baseos            
wireguard-tools.x86_64                                   1.0.20210914-2.fc36                  @fedora                   
wireless-regdb.noarch                                    2021.08.28-2.fc36                    @anaconda                 
wireplumber.x86_64                                       0.4.13-1.fc36                        @updates                  
wireplumber-libs.x86_64                                  0.4.13-1.fc36                        @updates                  
wlroots.x86_64                                           0.16.1-6.fc36                        @nobara-baseos            
wmctrl.x86_64                                            1.07-32.fc36                         @anaconda                 
woff2.x86_64                                             1.0.2-14.fc36                        @anaconda                 
wofi.x86_64                                              1.3-1.fc36                           @updates                  
words.noarch                                             3.0-39.fc36                          @anaconda                 
wpa_supplicant.x86_64                                    1:2.10-4.fc36                        @anaconda                 
wpebackend-fdo.x86_64                                    1.12.1-1.fc36                        @fedora-updates           
x264-libs.i686                                           0.163-6.20210613git5db6aa6.fc36      @rpmfusion-free           
x264-libs.x86_64                                         0.163-6.20210613git5db6aa6.fc36      @rpmfusion-free           
x265-libs.i686                                           3.5-5.fc36                           @rpmfusion-free-updates   
x265-libs.x86_64                                         3.5-5.fc36                           @rpmfusion-free-updates   
xapps.x86_64                                             2.2.8-2.fc36                         @anaconda                 
xcb-util.x86_64                                          0.4.0-19.fc36                        @anaconda                 
xcb-util-image.x86_64                                    0.4.0-19.fc36                        @anaconda                 
xcb-util-keysyms.x86_64                                  0.4.0-17.fc36                        @anaconda                 
xcb-util-renderutil.x86_64                               0.3.9-20.fc36                        @anaconda                 
xcb-util-wm.x86_64                                       0.4.1-22.fc36                        @anaconda                 
xdg-dbus-proxy.x86_64                                    0.1.3-1.fc36                         @anaconda                 
xdg-desktop-portal.x86_64                                1.12.6-1.fc36                        @fedora-updates           
xdg-desktop-portal-gnome.x86_64                          42.3-1.fc36                          @fedora-updates           
xdg-desktop-portal-gtk.x86_64                            1.12.0-5.fc36                        @anaconda                 
xdg-desktop-portal-wlr.x86_64                            0.5.0-2.fc36                         @fedora                   
xdg-user-dirs.x86_64                                     0.17-10.fc36                         @anaconda                 
xdg-user-dirs-gtk.x86_64                                 0.10-22.fc36                         @anaconda                 
xdg-utils.noarch                                         1.1.3-11.fc36                        @anaconda                 
xdpyinfo.x86_64                                          1.3.2-4.fc36                         @anaconda                 
xen-libs.x86_64                                          4.16.3-1.fc36                        @updates                  
xen-licenses.x86_64                                      4.16.3-1.fc36                        @updates                  
xfsprogs.x86_64                                          5.14.2-2.fc36                        @anaconda                 
xhost.x86_64                                             1.0.8-3.fc36                         @anaconda                 
